Wavelength (nm),QE_Q_Curve,QE_Bialkali
816,0.0022252074805928015,0.0022252086689185375
817,0.002224384144907081,0.002224385387459777
818,0.00222356080922136,0.0022235621060010162
819,0.002222737473535639,0.0022227388245422554
820,0.002221914137849918,0.002221915543083495
821,0.002221090802164197,0.002221092261624734
822,0.002220267466478476,0.0022202689801659736
823,0.0022194441307927548,0.0022194456987072128
824,0.0022186207951070337,0.0022186224172484523
825,0.0022177974594213127,0.0022177991357896915
826,0.0022169741237355917,0.002216975854330931
827,0.0022161507880498706,0.00221615257287217
828,0.0022153274523641496,0.0022153292914134097
829,0.0022145041166784286,0.002214506009954649
830,0.0022136807809927076,0.0022136827284958884
831,0.0022128574453069865,0.0022128594470371275
832,0.0022120341096212655,0.002212036165578367
833,0.002211210773935545,0.0022112128841196062
834,0.002210387438249824,0.002210389602660846
835,0.002209564102564103,0.002209566321202085
836,0.002208740766878382,0.0022087430397433245
837,0.0022079174311926608,0.0022079197582845636
838,0.0022070940955069398,0.002207096476825803
839,0.0022062707598212187,0.0022062731953670423
840,0.0022054474241354977,0.002205449913908282
841,0.0022046240884497767,0.002204626632449521
842,0.0022038007527640556,0.0022038033509907606
843,0.0022029774170783346,0.0022029800695319997
844,0.0022021540813926136,0.0022021567880732393
845,0.0022013307457068925,0.0022013335066144784
846,0.0022005074100211715,0.002200510225155718
847,0.0021996840743354505,0.002199686943696957
848,0.0021988607386497295,0.0021988636622381967
849,0.0021980374029640084,0.002198040380779436
850,0.002197214067278288,0.0021972170993206754
851,0.002181608,0.0021816852322625374
852,0.002160808,0.0021608856020337414
853,0.002140008,0.0021400859718049454
854,0.002119208,0.0021192863415761495
855,0.002098408,0.0020984867113473535
856,0.002077608,0.0020776870811185576
857,0.002056808,0.002056887450889762
858,0.0020360079999999997,0.002036087820660966
859,0.002015208,0.00201528819043217
860,0.001994408,0.001994488560203374
861,0.001973608,0.001973688929974578
862,0.0019528079999999999,0.0019528892997457824
863,0.0019320079999999998,0.0019320896695169865
864,0.001911208,0.0019112900392881907
865,0.0018904079999999999,0.0018904904090593947
866,0.001869608,0.0018696907788305988
867,0.001848808,0.0018488911486018028
868,0.0018280079999999999,0.001828091518373007
869,0.0018072079999999998,0.001807291888144211
870,0.001786408,0.0017864922579154154
871,0.0017656079999999999,0.0017656926276866194
872,0.0017448079999999998,0.0017448929974578234
873,0.001724008,0.0017240933672290275
874,0.001703208,0.0017032937370002317
875,0.0016824079999999998,0.001682494106771436
876,0.0016616079999999997,0.00166169447654264
877,0.001640808,0.001640894846313844
878,0.0016200079999999998,0.001620095216085048
879,0.001599208,0.0015992955858562521
880,0.001578408,0.0015784959556274564
881,0.0015576079999999998,0.0015576963253986606
882,0.0015368079999999998,0.0015368966951698647
883,0.001516008,0.0015160970649410687
884,0.0014952079999999998,0.0014952974347122727
885,0.0014941425716189208,0.001494145982871805
886,0.0014932764823451033,0.001493279576127162
887,0.0014924103930712858,0.0014924131693825186
888,0.0014915443037974683,0.0014915467626378754
889,0.0014906782145236509,0.001490680355893232
890,0.0014898121252498334,0.001489813949148589
891,0.001488946035976016,0.0014889475424039456
892,0.0014880799467021986,0.0014880811356593022
893,0.0014872138574283812,0.001487214728914659
894,0.0014863477681545637,0.0014863483221700157
895,0.0014854816788807462,0.0014854819154253725
896,0.0014846155896069287,0.0014846155086807292
897,0.0014837495003331112,0.001483749101936086
898,0.0014828834110592938,0.0014828826951914426
899,0.0014820173217854763,0.0014820162884467993
900,0.001482,0.001482
