Wavelength (nm),QE_Q_Curve,QE_Bialkali
411,0.2778400077190274,0.2778393045989875
412,0.2769037282902354,0.2769031841408638
413,0.2759674488614435,0.2759670636827401
414,0.2750311694326515,0.27503094322461646
415,0.2740948900038595,0.2740948227664928
416,0.2731586105750675,0.27315870230836914
417,0.2722223311462756,0.27222258185024545
418,0.2712860517174836,0.27128646139212176
419,0.2703497722886916,0.2703503409339981
420,0.26941349285989963,0.26941422047587443
421,0.2684772134311077,0.26847810001775074
422,0.2675409340023157,0.2675419795596271
423,0.2666046545735237,0.2666058591015034
424,0.26566837514473174,0.2656697386433798
425,0.2647320957159398,0.2647336181852561
426,0.2637958162871478,0.2637974977271324
427,0.26285953685835584,0.26286137726900877
428,0.26192325742956385,0.2619252568108851
429,0.2609869780007719,0.2609891363527614
430,0.26005069857197993,0.26005301589463775
431,0.25911441914318795,0.25911689543651406
432,0.25817813971439596,0.2581807749783904
433,0.25701085248332095,0.25701475292503895
434,0.2556125574499629,0.2556161468599392
435,0.2542142624166049,0.2542175407948395
436,0.25281596738324685,0.25281893472973976
437,0.2514176723498888,0.25142032866464004
438,0.2500193773165308,0.2500217225995403
439,0.24862108228317273,0.24862311653444055
440,0.2472227872498147,0.24722451046934082
441,0.24582449221645664,0.2458259044042411
442,0.2444261971830986,0.24442729833914137
443,0.24302790214974057,0.24302869227404164
444,0.2416296071163825,0.2416300862089419
445,0.24023131208302448,0.24023148014384219
446,0.23883215265306124,0.23883199940389183
447,0.23734741795918368,0.23734679186843155
448,0.23586268326530613,0.23586158433297127
449,0.23437794857142857,0.23437637679751103
450,0.23289321387755105,0.23289116926205075
451,0.2314084791836735,0.23140596172659048
452,0.22992374448979594,0.2299207541911302
453,0.22843900979591839,0.22843554665566995
454,0.22695427510204083,0.22695033912020968
455,0.22546954040816328,0.2254651315847494
456,0.22398480571428572,0.22397992404928913
457,0.22250007102040817,0.22249471651382888
458,0.22101533632653061,0.2210095089783686
459,0.21937095787009947,0.2193645649864581
460,0.2176761655939146,0.21767027831951843
461,0.21598137331772968,0.2159759916525788
462,0.21428658104154477,0.21428170498563914
463,0.21259178876535986,0.21258741831869948
464,0.21089699648917495,0.21089313165175985
465,0.20920220421299004,0.2091988449848202
466,0.20750741193680514,0.20750455831788053
467,0.20581261966062023,0.2058102716509409
468,0.20411782738443535,0.20411598498400124
469,0.20242303510825044,0.2024216983170616
470,0.20072824283206553,0.20072741165012195
471,0.19903345055588062,0.1990331249831823
472,0.1973386582796957,0.19733883831624266
473,0.1956438660035108,0.195644551649303
474,0.1939490737273259,0.19395026498236337
475,0.19225428145114098,0.1922559783154237
476,0.19051129672131145,0.1905130915688857
477,0.18874457540983605,0.18874614818255847
478,0.18697785409836062,0.1869792047962312
479,0.18521113278688522,0.185212261409904
480,0.18344441147540982,0.18344531802357672
481,0.1816776901639344,0.1816783746372495
482,0.179910968852459,0.17991143125092224
483,0.1781442475409836,0.17814448786459502
484,0.1763775262295082,0.17637754447826776
485,0.17461080491803277,0.17461060109194054
486,0.17284408360655737,0.17284365770561327
487,0.17107736229508197,0.17107671431928606
488,0.16931064098360654,0.1693097709329588
489,0.16754391967213114,0.16754282754663155
490,0.16577719836065574,0.1657758841603043
491,0.16401047704918031,0.16400894077397707
492,0.16224375573770491,0.16224199738764983
493,0.16047703442622951,0.1604750540013226
494,0.1587284626593807,0.15872676128233604
495,0.1570107941712204,0.15701006215069818
496,0.1552931256830601,0.1552933630190603
497,0.15357545719489982,0.15357666388742242
498,0.15185778870673952,0.15185996475578456
499,0.15014012021857925,0.15014326562414668
500,0.14842245173041896,0.1484265664925088
501,0.14670478324225866,0.1467098673608709
502,0.14498711475409837,0.14499316822923305
503,0.14326944626593807,0.14327646909759517
504,0.14155177777777778,0.1415597699659573
505,0.13987485163551402,0.13987926373681317
506,0.1382616507009346,0.13825657214412007
507,0.13664844976635515,0.13663388055142697
508,0.13503524883177573,0.13501118895873387
509,0.13342204789719628,0.13338849736604078
510,0.13180884696261683,0.13176580577334768
511,0.1301956460280374,0.13014311418065458
512,0.12858244509345795,0.12852042258796148
513,0.12696924415887853,0.12689773099526838
514,0.12535604322429908,0.12527503940257528
515,0.12374284228971964,0.1236523478098822
516,0.1221296413551402,0.12202965621718911
517,0.12051644042056077,0.12040696462449602
518,0.11890323948598133,0.11878427303180292
519,0.1172900385514019,0.11716158143910982
520,0.11567683761682246,0.11553888984641672
521,0.11406363668224302,0.11391619825372362
522,0.11237935806451617,0.11229350666103052
523,0.11050290645161294,0.11067081506833742
524,0.10862645483870971,0.10904812347564434
525,0.1067500032258065,0.10742543188295124
526,0.10487355161290327,0.10580274029025814
527,0.10299710000000004,0.10404570181171699
528,0.10112064838709682,0.10207305740358225
529,0.09924419677419359,0.10010041299544752
530,0.09736774516129036,0.09812776858731277
531,0.09549129354838715,0.09615512417917804
532,0.09361484193548392,0.0941824797710433
533,0.09173839032258069,0.09220983536290857
534,0.08986193870967747,0.09023719095477382
535,0.08798548709677424,0.0882645465466391
536,0.08610903548387103,0.08629190213850435
537,0.0842325838709678,0.0843192577303696
538,0.08235613225806457,0.08234661332223488
539,0.08047968064516134,0.08037396891410013
540,0.07860322903225812,0.0784013245059654
541,0.0767267774193549,0.07642868009783066
542,0.07485032580645168,0.07445603568969592
543,0.07297387419354845,0.07248339128156119
544,0.07109742258064522,0.07051074687342646
545,0.06922097096774199,0.06853810246529171
546,0.06734451935483877,0.06656545805715697
547,0.06546806774193555,0.06484936684410648
548,0.06359161612903233,0.06315507026615973
549,0.0617151645161291,0.061460773688212955
550,0.05983871290322588,0.05976647711026619
551,0.05796226129032265,0.058072180532319426
552,0.056085809677419426,0.05637788395437266
553,0.054209358064516204,0.054683587376425896
554,0.052332906451612975,0.05298929079847913
555,0.05045645483870975,0.05129499422053237
556,0.048679137289121634,0.049600697642585595
557,0.04738582722513093,0.04790640106463884
558,0.04609251716114024,0.046212104486692065
559,0.044799207097149546,0.04451780790874531
560,0.043505897033158845,0.042823511330798536
561,0.04221258696916815,0.04112921475285178
562,0.04091927690517745,0.039434918174905007
563,0.03962596684118676,0.03774062159695824
564,0.03833265677719606,0.03665681671217751
565,0.037039346713205364,0.03570098837321232
566,0.03574603664921466,0.03474516003424713
567,0.03445272658522397,0.033789331695281935
568,0.033159416521233276,0.03283350335631674
569,0.031866106457242575,0.031877675017351545
570,0.03057279639325188,0.030921846678386353
571,0.029279486329261185,0.029966018339421162
572,0.027986176265270488,0.029010190000455967
573,0.02669286620127979,0.028054361661490772
574,0.025865659251769448,0.02709853332252558
575,0.025047964610717878,0.02614270498356039
576,0.02423026996966631,0.025186876644595194
577,0.023412575328614744,0.02423104830563
578,0.022594880687563174,0.023275219966664807
579,0.021777186046511604,0.022319391627699615
580,0.020959491405460037,0.02136356328873442
581,0.02014179676440847,0.020407734949769225
582,0.0193241021233569,0.019451906610804034
583,0.018526613636363615,0.018527917490853894
584,0.017933431818181796,0.017934722625864197
585,0.01734024999999998,0.0173415277608745
586,0.01674706818181816,0.016748332895884805
587,0.016153886363636343,0.01615513803089511
588,0.015560704545454523,0.015561943165905413
589,0.014967522727272704,0.014968748300915716
590,0.014374340909090885,0.01437555343592602
591,0.013781159090909066,0.013782358570936324
592,0.013187977272727247,0.013189163705946628
593,0.012594795454545428,0.012595968840956932
594,0.01200161363636361,0.012002773975967234
595,0.011408431818181792,0.011409579110977537
596,0.010815249999999972,0.010816384245987841
597,0.010293650040225243,0.010294434153563918
598,0.009859539018503604,0.009860232309252152
599,0.009425427996781964,0.009426030464940387
600,0.008991316975060327,0.008991828620628622
601,0.008557205953338688,0.008557626776316857
602,0.008123094931617048,0.00812342493200509
603,0.007688983909895409,0.007689223087693325
604,0.00725487288817377,0.00725502124338156
605,0.006820761866452131,0.006820819399069794
606,0.006386650844730492,0.006386617554758028
607,0.0059525398230088535,0.005952415710446263
608,0.005518428801287214,0.005518213866134498
609,0.005090037900874638,0.005089935455903241
610,0.004941932944606417,0.00494188984736439
611,0.004793827988338196,0.0047938442388255394
612,0.004645723032069974,0.004645798630286688
613,0.004497618075801754,0.004497753021747837
614,0.004349513119533532,0.0043497074132089865
615,0.004201408163265311,0.004201661804670135
616,0.004053303206997089,0.004053616196131284
617,0.003905198250728868,0.0039055705875924336
618,0.003757093294460647,0.0037575249790535825
619,0.003608988338192426,0.0036094793705147314
620,0.0034608833819242046,0.0034614337619758807
621,0.0033127784256559833,0.00331338815343703
622,0.003164673469387762,0.0031653425448981785
623,0.0030499760000000016,0.003050150127226462
624,0.003013229333333335,0.0030133958156629906
625,0.0029764826666666684,0.0029766415040995186
626,0.0029397360000000014,0.002939887192536047
627,0.002902989333333335,0.0029031328809725754
628,0.0028662426666666682,0.0028663785694091034
629,0.0028294960000000017,0.0028296242578456318
630,0.002792749333333335,0.00279286994628216
631,0.0027560026666666685,0.002756115634718688
632,0.0027192560000000015,0.0027193613231552166
633,0.002682509333333335,0.002682607011591745
634,0.0026457626666666683,0.002645852700028273
635,0.0026090160000000018,0.0026090983884648014
636,0.002572269333333335,0.0025723440769013298
637,0.002535522666666668,0.0025355897653378577
638,0.0024987760000000016,0.002498835453774386
639,0.002462029333333335,0.0024620811422109146
640,0.0024252826666666684,0.0024253268306474425
641,0.002388536000000002,0.002388572519083971
642,0.002371560270602706,0.0023715608524198855
643,0.002370760762607626,0.0023707610935779365
644,0.002369961254612546,0.0023699613347359875
645,0.002369161746617466,0.002369161575894038
646,0.0023683622386223863,0.002368361817052089
647,0.002367562730627306,0.0023675620582101395
648,0.0023667632226322265,0.0023667622993681905
649,0.0023659637146371463,0.0023659625405262415
650,0.0023651642066420666,0.002365162781684292
651,0.0023643646986469865,0.002364363022842343
652,0.0023635651906519064,0.0023635632640003935
653,0.0023627656826568266,0.0023627635051584445
654,0.0023619661746617465,0.0023619637463164955
655,0.002361166666666667,0.002361163987474546
656,0.0023603671586715867,0.002360364228632597
657,0.002359567650676507,0.0023595644697906475
658,0.002358754532124767,0.002358750985537015
659,0.0023579080911756865,0.0023579045733582767
660,0.002357061650226606,0.0023570581611795384
661,0.002356215209277526,0.0023562117490008
662,0.0023553687683284456,0.0023553653368220623
663,0.0023545223273793653,0.002354518924643324
664,0.0023536758864302855,0.0023536725124645858
665,0.002352829445481205,0.0023528261002858475
666,0.002351983004532125,0.002351979688107109
667,0.0023511365635830446,0.002351133275928371
668,0.0023502901226339643,0.0023502868637496326
669,0.002349443681684884,0.0023494404515708943
670,0.0023485972407358037,0.002348594039392156
671,0.0023477507997867234,0.0023477476272134178
672,0.002346904358837643,0.0023469012150346795
673,0.0023460579178885633,0.002346054802855941
674,0.002345211476939483,0.002345208390677203
675,0.0023443650359904027,0.0023443619784984646
676,0.0023435185950413224,0.0023435155663197264
677,0.002342672154092242,0.002342669154140988
678,0.0023418257131431618,0.00234182274196225
679,0.0023409792721940815,0.0023409763297835115
680,0.002340132831245001,0.0023401299176047737
681,0.002339286390295921,0.0023392835054260354
682,0.002338439949346841,0.002338437093247297
683,0.0023375935083977607,0.002337590681068559
684,0.0023367470674486805,0.0023367442688898205
685,0.0023359006264996,0.0023358978567110823
686,0.00233505418555052,0.002335051444532344
687,0.0023342077446014396,0.0023342050323536057
688,0.0023333613036523593,0.0023333586201748674
689,0.002332514862703279,0.002332512207996129
690,0.0023316684217541987,0.002331665795817391
691,0.002330821980805119,0.0023308193836386526
692,0.0023299755398560385,0.0023299729714599143
693,0.0023291290989069582,0.002329126559281176
694,0.002328282657957878,0.0023282801471024377
695,0.0023274362170087977,0.0023274337349236994
696,0.0023265897760597174,0.002326587322744961
697,0.002325743335110637,0.002325740910566223
698,0.0023248968941615568,0.002324894498387485
699,0.002324050453212477,0.0023240480862087467
700,0.0023232040122633966,0.0023232016740300085
701,0.0023223575713143163,0.00232235526185127
702,0.002321511130365236,0.002321508849672532
703,0.0023206646894161557,0.0023206624374937936
704,0.0023198182484670754,0.0023198160253150553
705,0.002318971807517995,0.002318969613136317
706,0.002318125366568915,0.0023181232009575788
707,0.0023172789256198346,0.0023172767887788405
708,0.0023164324846707547,0.002316430376600102
709,0.0023155860437216744,0.002315583964421364
710,0.002314739602772594,0.0023147375522426256
711,0.002313893161823514,0.0023138911400638873
712,0.0023130467208744335,0.002313044727885149
713,0.0023122002799253532,0.002312198315706411
714,0.002311353838976273,0.0023113519035276725
715,0.0023105073980271926,0.0023105054913489342
716,0.0023096609570781123,0.002309659079170196
717,0.0023088145161290325,0.002308812666991458
718,0.002307968075179952,0.00230796625481272
719,0.002307121634230872,0.0023071198426339815
720,0.0023062751932817916,0.0023062734304552432
721,0.0023054287523327113,0.002305427018276505
722,0.002304582311383631,0.0023045806060977667
723,0.0023037358704345507,0.0023037341939190284
724,0.0023028894294854704,0.00230288778174029
725,0.00230204298853639,0.002302041369561552
726,0.0023011965475873103,0.0023011949573828135
727,0.00230035010663823,0.0023003485452040753
728,0.0022995036656891497,0.002299502133025337
729,0.0022986572247400694,0.0022986557208465987
730,0.002297810783790989,0.0022978093086678604
731,0.002296964342841909,0.002296962896489122
732,0.0022961179018928285,0.002296116484310384
733,0.0022952714609437482,0.0022952700721316456
734,0.002294425019994668,0.0022944236599529073
735,0.002293578579045588,0.002293577247774169
736,0.0022927321380965078,0.002292730835595431
737,0.0022918856971474275,0.002291884423416693
738,0.002291039256198347,0.0022910380112379546
739,0.002290192815249267,0.0022901915990592163
740,0.0022893463743001866,0.002289345186880478
741,0.0022884999333511063,0.0022884987747017397
742,0.002287653492402026,0.0022876523625230015
743,0.0022868070514529457,0.002286805950344263
744,0.002285960610503866,0.002285959538165525
745,0.0022851141695547856,0.0022851131259867866
746,0.0022842677286057053,0.0022842667138080483
747,0.002283421287656625,0.00228342030162931
748,0.0022825748467075447,0.0022825738894505718
749,0.0022817284057584644,0.0022817274772718335
750,0.002280881964809384,0.002280881065093095
751,0.002280035523860304,0.002280034652914357
752,0.0022791890829112235,0.0022791882407356186
753,0.0022783426419621436,0.002278341828556881
754,0.0022774962010130633,0.0022774954163781425
755,0.002276649760063983,0.0022766490041994042
756,0.0022758033191149028,0.002275802592020666
757,0.0022749568781658225,0.0022749561798419277
758,0.002274110437216742,0.0022741097676631894
759,0.002273263996267662,0.002273263355484451
760,0.0022724175553185816,0.002272416943305713
761,0.0022715711143695017,0.0022715705311269745
762,0.0022707246734204214,0.0022707241189482362
763,0.002269878232471341,0.002269877706769498
764,0.002269031791522261,0.0022690312945907597
765,0.0022681853505731805,0.0022681848824120214
766,0.0022673389096241003,0.002267338470233283
767,0.00226649246867502,0.002266492058054545
768,0.0022656460277259397,0.0022656456458758066
769,0.0022647995867768594,0.0022647992336970683
770,0.0022639531458277795,0.00226395282151833
771,0.0022631067048786992,0.0022631064093395917
772,0.002262260263929619,0.002262259997160854
773,0.0022614138229805386,0.0022614135849821156
774,0.0022605673820314583,0.0022605671728033773
775,0.002259720941082378,0.002259720760624639
776,0.0022588745001332977,0.0022588743484459007
777,0.0022580280591842175,0.0022580279362671624
778,0.002257181618235137,0.002257181524088424
779,0.0022563351772860573,0.002256335111909686
780,0.002255488736336977,0.0022554886997309476
781,0.0022546422953878967,0.0022546422875522093
782,0.0022537958544388164,0.002253795875373471
783,0.002252949413489736,0.0022529494631947328
784,0.002252102972540656,0.0022521030510159945
785,0.0022512565315915755,0.002251256638837256
786,0.0022504100906424952,0.002250410226658518
787,0.002249563649693415,0.0022495638144797796
788,0.002248717208744335,0.0022487174023010413
789,0.002247870767795255,0.002247870990122303
790,0.0022470243268461745,0.0022470245779435648
791,0.002246177885897094,0.002246178165764827
792,0.002245331444948014,0.0022453317535860886
793,0.0022444850039989336,0.0022444853414073504
794,0.0022436385630498533,0.002243638929228612
795,0.002242792122100773,0.002242792517049874
796,0.0022419456811516927,0.0022419461048711355
797,0.002241099240202613,0.0022410996926923972
798,0.0022402527992535326,0.002240253280513659
799,0.0022394063583044523,0.0022394068683349207
800,0.002238559917355372,0.0022385604561561824
801,0.0022377134764062917,0.002237714043977444
802,0.0022368670354572114,0.002236867631798706
803,0.002236020594508131,0.0022360212196199675
804,0.002235174153559051,0.0022351748074412293
805,0.0022343277126099705,0.002234328395262491
806,0.0022334812716608907,0.0022334819830837527
807,0.0022326348307118104,0.0022326355709050144
808,0.00223179416607857,0.0022317949205886227
809,0.0022309708303928488,0.0022309716391298623
810,0.0022301474947071277,0.0022301483576711014
811,0.0022293241590214067,0.002229325076212341
812,0.0022285008233356857,0.00222850179475358
813,0.0022276774876499646,0.0022276785132948197
814,0.0022268541519642436,0.002226855231836059
815,0.0022260308162785226,0.0022260319503772984
