Wavelength (nm),QE_Q_Curve
465,0.20920220421299004
466,0.20750741193680514
467,0.20581261966062023
468,0.20411782738443535
469,0.20242303510825044
470,0.20072824283206553
471,0.19903345055588062
472,0.1973386582796957
473,0.1956438660035108
474,0.1939490737273259
475,0.19225428145114098
476,0.19051129672131145
477,0.18874457540983605
478,0.18697785409836062
479,0.18521113278688522
480,0.18344441147540982
481,0.1816776901639344
482,0.179910968852459
483,0.1781442475409836
484,0.1763775262295082
485,0.17461080491803277
486,0.17284408360655737
487,0.17107736229508197
488,0.16931064098360654
489,0.16754391967213114
490,0.16577719836065574
491,0.16401047704918031
492,0.16224375573770491
493,0.16047703442622951
494,0.1587284626593807
495,0.1570107941712204
496,0.1552931256830601
497,0.15357545719489982
498,0.15185778870673952
499,0.15014012021857925
500,0.14842245173041896
501,0.14670478324225866
502,0.14498711475409837
503,0.14326944626593807
504,0.14155177777777778
505,0.13987485163551402
506,0.1382616507009346
507,0.13664844976635515
508,0.13503524883177573
509,0.13342204789719628
510,0.13180884696261683
511,0.1301956460280374
512,0.12858244509345795
513,0.12696924415887853
514,0.12535604322429908
515,0.12374284228971964
516,0.1221296413551402
517,0.12051644042056077
518,0.11890323948598133
519,0.1172900385514019
520,0.11567683761682246
521,0.11406363668224302
522,0.11237935806451617
523,0.11050290645161294
524,0.10862645483870971
525,0.1067500032258065
526,0.10487355161290327
527,0.10299710000000004
528,0.10112064838709682
529,0.09924419677419359
530,0.09736774516129036
531,0.09549129354838715
532,0.09361484193548392
533,0.09173839032258069
534,0.08986193870967747
535,0.08798548709677424
536,0.08610903548387103
537,0.0842325838709678
538,0.08235613225806457
539,0.08047968064516134
540,0.07860322903225812
541,0.0767267774193549
542,0.07485032580645168
543,0.07297387419354845
544,0.07109742258064522
545,0.06922097096774199
546,0.06734451935483877
547,0.06546806774193555
548,0.06359161612903233
549,0.0617151645161291
550,0.05983871290322588
551,0.05796226129032265
552,0.056085809677419426
553,0.054209358064516204
554,0.052332906451612975
555,0.05045645483870975
556,0.048679137289121634
557,0.04738582722513093
558,0.04609251716114024
559,0.044799207097149546
560,0.043505897033158845
561,0.04221258696916815
562,0.04091927690517745
563,0.03962596684118676
564,0.03833265677719606
565,0.037039346713205364
566,0.03574603664921466
567,0.03445272658522397
568,0.033159416521233276
569,0.031866106457242575
570,0.03057279639325188
571,0.029279486329261185
572,0.027986176265270488
573,0.02669286620127979
574,0.025865659251769448
575,0.025047964610717878
576,0.02423026996966631
577,0.023412575328614744
578,0.022594880687563174
579,0.021777186046511604
580,0.020959491405460037
581,0.02014179676440847
582,0.0193241021233569
583,0.018526613636363615
584,0.017933431818181796
585,0.01734024999999998
586,0.01674706818181816
587,0.016153886363636343
588,0.015560704545454523
589,0.014967522727272704
590,0.014374340909090885
591,0.013781159090909066
592,0.013187977272727247
593,0.012594795454545428
594,0.01200161363636361
595,0.011408431818181792
596,0.010815249999999972
597,0.010293650040225243
598,0.009859539018503604
599,0.009425427996781964
600,0.008991316975060327
601,0.008557205953338688
602,0.008123094931617048
603,0.007688983909895409
604,0.00725487288817377
605,0.006820761866452131
606,0.006386650844730492
607,0.0059525398230088535
608,0.005518428801287214
609,0.005090037900874638
610,0.004941932944606417
611,0.004793827988338196
612,0.004645723032069974
613,0.004497618075801754
614,0.004349513119533532
615,0.004201408163265311
616,0.004053303206997089
617,0.003905198250728868
618,0.003757093294460647
619,0.003608988338192426
620,0.0034608833819242046
621,0.0033127784256559833
622,0.003164673469387762
623,0.0030499760000000016
624,0.003013229333333335
625,0.0029764826666666684
626,0.0029397360000000014
627,0.002902989333333335
628,0.0028662426666666682
629,0.0028294960000000017
630,0.002792749333333335
631,0.0027560026666666685
632,0.0027192560000000015
633,0.002682509333333335
634,0.0026457626666666683
635,0.0026090160000000018
636,0.002572269333333335
637,0.002535522666666668
638,0.0024987760000000016
639,0.002462029333333335
640,0.0024252826666666684
641,0.002388536000000002
642,0.002371560270602706
643,0.002370760762607626
644,0.002369961254612546
645,0.002369161746617466
646,0.0023683622386223863
647,0.002367562730627306
648,0.0023667632226322265
649,0.0023659637146371463
650,0.0023651642066420666
651,0.0023643646986469865
652,0.0023635651906519064
653,0.0023627656826568266
654,0.0023619661746617465
655,0.002361166666666667
656,0.0023603671586715867
657,0.002359567650676507
658,0.002358754532124767
659,0.0023579080911756865
660,0.002357061650226606
661,0.002356215209277526
662,0.0023553687683284456
663,0.0023545223273793653
664,0.0023536758864302855
665,0.002352829445481205
666,0.002351983004532125
667,0.0023511365635830446
668,0.0023502901226339643
669,0.002349443681684884
670,0.0023485972407358037
671,0.0023477507997867234
672,0.002346904358837643
673,0.0023460579178885633
674,0.002345211476939483
675,0.0023443650359904027
676,0.0023435185950413224
677,0.002342672154092242
678,0.0023418257131431618
679,0.0023409792721940815
680,0.002340132831245001
681,0.002339286390295921
682,0.002338439949346841
683,0.0023375935083977607
684,0.0023367470674486805
685,0.0023359006264996
686,0.00233505418555052
687,0.0023342077446014396
688,0.0023333613036523593
689,0.002332514862703279
690,0.0023316684217541987
691,0.002330821980805119
692,0.0023299755398560385
693,0.0023291290989069582
694,0.002328282657957878
695,0.0023274362170087977
696,0.0023265897760597174
697,0.002325743335110637
698,0.0023248968941615568
699,0.002324050453212477
700,0.0023232040122633966
701,0.0023223575713143163
702,0.002321511130365236
703,0.0023206646894161557
704,0.0023198182484670754
705,0.002318971807517995
706,0.002318125366568915
707,0.0023172789256198346
708,0.0023164324846707547
709,0.0023155860437216744
710,0.002314739602772594
711,0.002313893161823514
712,0.0023130467208744335
713,0.0023122002799253532
714,0.002311353838976273
715,0.0023105073980271926
716,0.0023096609570781123
717,0.0023088145161290325
718,0.002307968075179952
719,0.002307121634230872
720,0.0023062751932817916
721,0.0023054287523327113
722,0.002304582311383631
723,0.0023037358704345507
724,0.0023028894294854704
725,0.00230204298853639
726,0.0023011965475873103
727,0.00230035010663823
728,0.0022995036656891497
729,0.0022986572247400694
730,0.002297810783790989
731,0.002296964342841909
732,0.0022961179018928285
733,0.0022952714609437482
734,0.002294425019994668
735,0.002293578579045588
736,0.0022927321380965078
737,0.0022918856971474275
738,0.002291039256198347
739,0.002290192815249267
740,0.0022893463743001866
741,0.0022884999333511063
742,0.002287653492402026
743,0.0022868070514529457
744,0.002285960610503866
745,0.0022851141695547856
746,0.0022842677286057053
747,0.002283421287656625
748,0.0022825748467075447
749,0.0022817284057584644
750,0.002280881964809384
751,0.002280035523860304
752,0.0022791890829112235
753,0.0022783426419621436
754,0.0022774962010130633
755,0.002276649760063983
756,0.0022758033191149028
757,0.0022749568781658225
758,0.002274110437216742
759,0.002273263996267662
760,0.0022724175553185816
761,0.0022715711143695017
762,0.0022707246734204214
763,0.002269878232471341
764,0.002269031791522261
765,0.0022681853505731805
766,0.0022673389096241003
767,0.00226649246867502
768,0.0022656460277259397
769,0.0022647995867768594
770,0.0022639531458277795
771,0.0022631067048786992
772,0.002262260263929619
773,0.0022614138229805386
774,0.0022605673820314583
775,0.002259720941082378
776,0.0022588745001332977
777,0.0022580280591842175
778,0.002257181618235137
779,0.0022563351772860573
780,0.002255488736336977
781,0.0022546422953878967
782,0.0022537958544388164
783,0.002252949413489736
784,0.002252102972540656
785,0.0022512565315915755
786,0.0022504100906424952
787,0.002249563649693415
788,0.002248717208744335
789,0.002247870767795255
790,0.0022470243268461745
791,0.002246177885897094
792,0.002245331444948014
793,0.0022444850039989336
794,0.0022436385630498533
795,0.002242792122100773
796,0.0022419456811516927
797,0.002241099240202613
798,0.0022402527992535326
799,0.0022394063583044523
800,0.002238559917355372
801,0.0022377134764062917
802,0.0022368670354572114
803,0.002236020594508131
804,0.002235174153559051
805,0.0022343277126099705
806,0.0022334812716608907
807,0.0022326348307118104
808,0.00223179416607857
809,0.0022309708303928488
810,0.0022301474947071277
811,0.0022293241590214067
812,0.0022285008233356857
813,0.0022276774876499646
814,0.0022268541519642436
815,0.0022260308162785226
816,0.0022252074805928015
817,0.002224384144907081
818,0.00222356080922136
819,0.002222737473535639
820,0.002221914137849918
821,0.002221090802164197
822,0.002220267466478476
823,0.0022194441307927548
824,0.0022186207951070337
825,0.0022177974594213127
826,0.0022169741237355917
827,0.0022161507880498706
828,0.0022153274523641496
829,0.0022145041166784286
830,0.0022136807809927076
831,0.0022128574453069865
832,0.0022120341096212655
833,0.002211210773935545
834,0.002210387438249824
835,0.002209564102564103
836,0.002208740766878382
837,0.0022079174311926608
838,0.0022070940955069398
839,0.0022062707598212187
840,0.0022054474241354977
841,0.0022046240884497767
842,0.0022038007527640556
843,0.0022029774170783346
844,0.0022021540813926136
845,0.0022013307457068925
846,0.0022005074100211715
847,0.0021996840743354505
848,0.0021988607386497295
849,0.0021980374029640084
850,0.002197214067278288
851,0.002181608
852,0.002160808
853,0.002140008
854,0.002119208
855,0.002098408
856,0.002077608
857,0.002056808
858,0.0020360079999999997
859,0.002015208
860,0.001994408
861,0.001973608
862,0.0019528079999999999
863,0.0019320079999999998
864,0.001911208
865,0.0018904079999999999
866,0.001869608
867,0.001848808
868,0.0018280079999999999
869,0.0018072079999999998
870,0.001786408
871,0.0017656079999999999
872,0.0017448079999999998
873,0.001724008
874,0.001703208
875,0.0016824079999999998
876,0.0016616079999999997
877,0.001640808
878,0.0016200079999999998
879,0.001599208
880,0.001578408
881,0.0015576079999999998
882,0.0015368079999999998
883,0.001516008
884,0.0014952079999999998
885,0.0014941425716189208
886,0.0014932764823451033
887,0.0014924103930712858
888,0.0014915443037974683
889,0.0014906782145236509
890,0.0014898121252498334
891,0.001488946035976016
892,0.0014880799467021986
893,0.0014872138574283812
894,0.0014863477681545637
895,0.0014854816788807462
896,0.0014846155896069287
897,0.0014837495003331112
898,0.0014828834110592938
899,0.0014820173217854763
900,0.001482
